Accepted_Annotations,Annotation_Count,Comment_Count,Followers,Length_Referent_Text,Number_Contributors,Number_Verified_Annotations,Page_Views,Pyong_Count,Release_Date
33,34,0,2503,6,106,0,222423,22,4870
34,36,0,2503,25,176,0,336606,54,1017
62,69,0,8610,42,372,6,6159849,319,2238
11,20,0,598,71,36,0,29021,51,7089
17,21,0,2660,108,126,2,312702,48,8468
17,18,1,2503,122,118,0,802089,611,1460
103,107,0,21495,20,399,3,1792776,310,1951
73,76,0,2503,7,141,0,562484,46,2466
20,25,0,419,29,28,0,41912,8,10877
22,24,0,21495,39,366,1,2267806,211,401
39,47,0,2660,48,231,1,1028013,143,7768
32,35,0,2660,34,85,0,276104,35,7866
45,48,1,693,56,65,0,71516,15,8790
22,29,0,2660,100,88,0,292144,62,8377
17,18,2,21495,99,319,0,3190791,366,625
36,38,0,693,42,95,0,234938,47,6452
47,51,18,21495,71,346,3,3910160,380,2036
6,7,1,2660,80,94,0,413416,81,8132
46,49,0,21495,56,375,2,5236229,872,2119
33,36,0,8610,49,335,2,5070070,372,2441
13,18,5,693,76,95,0,932378,84,5367
17,18,0,2503,41,118,0,802089,611,1460
30,31,0,2503,47,82,0,140642,18,4646
12,13,1,8610,69,104,0,1361667,66,751
0,6,0,38,26,3,0,1382475,260,1115
14,16,1,2503,83,74,0,265541,33,4926
24,26,1,419,39,42,0,44509,5,10877
19,23,0,598,37,47,0,78612,9,7132
12,16,5,21495,59,235,3,3212355,190,401
21,22,0,10964,59,218,0,2302935,163,541
94,104,1,2660,39,294,0,2015929,338,8020
20,21,1,21495,41,247,0,2330119,168,401
55,56,4,17568,70,281,0,1478231,259,5843
46,49,0,21495,75,375,2,5236229,872,2119
50,52,0,2503,51,79,0,138877,22,2595
15,16,0,10964,137,168,0,2441784,145,751
73,76,0,2503,26,141,0,562484,46,2466
19,21,0,598,98,28,0,154723,78,6725
39,43,1,17568,17,455,3,4139198,785,1664
17,18,7,21495,85,319,0,3190791,366,625
43,45,1,2503,13,114,0,335010,38,3575
30,38,0,419,38,51,0,42338,8,10601
13,14,0,10964,160,93,0,2256798,1395,1111
30,31,0,2503,48,82,0,140642,18,4646
55,66,0,419,48,50,0,49068,6,10877
19,29,0,598,126,34,0,54207,7,2049
38,39,1,8610,38,262,0,1497028,996,1175
33,41,3,8610,99,207,7,1930333,90,566
37,39,0,10964,70,138,0,2448942,317,1699
43,48,0,2503,91,90,0,284677,40,1986
52,57,0,17568,36,434,4,2640134,407,1727
11,12,0,8610,68,216,0,3708670,204,826
48,50,0,17568,34,235,0,962445,310,2943
11,25,3,419,96,31,0,34645,3,11011
10,18,0,2660,134,69,0,265651,35,7481
42,48,2,2503,51,104,0,315757,44,4252
22,25,4,21495,123,305,0,1495678,169,129
13,14,0,10964,97,93,0,2256798,1395,1111
24,29,0,8610,45,195,4,2724546,198,2477
50,57,1,2503,42,88,0,188652,27,1986
22,35,1,10964,34,149,12,2449361,452,1192
57,58,0,2503,62,157,0,183015,19,611
23,24,0,693,66,60,0,53974,9,7210
14,22,1,2660,59,90,0,403463,54,8132
42,43,1,2503,62,218,0,1104987,275,1060
37,42,41,17568,108,399,4,3060005,1027,5683
9,23,0,419,60,47,0,68548,16,9854
26,28,0,2660,55,128,0,323029,54,8132
28,30,1,8610,129,277,1,2219708,303,1797
43,45,1,2503,109,114,0,335010,38,3575
39,40,0,693,28,83,0,173703,34,7985
52,54,0,17568,17,297,0,1024521,303,1657
37,38,0,8610,83,200,0,3050327,2699,1346
17,18,5,21495,231,319,0,3190791,366,625
40,46,0,8610,198,335,0,3428303,174,2082
19,21,0,2503,90,63,0,199159,9,4870
17,18,1,21495,44,319,0,3190791,366,625
12,15,0,2660,104,72,0,290854,74,4863
20,29,0,419,69,66,0,55588,3,9854
6,7,1,2660,18,94,0,413416,81,8132
17,18,0,2503,37,59,0,211688,13,1986
30,33,0,693,26,51,0,70429,18,8948
59,65,68,17568,27,375,3,1680661,430,6389
35,36,0,693,40,68,0,82508,18,7936
6,11,1,17568,133,173,0,826526,170,1657
19,21,0,2503,104,63,0,199159,9,4870
10,16,0,598,23,28,0,36933,47,7089
43,45,0,2503,41,114,0,335010,38,3575
14,16,1,2503,28,74,0,265541,33,4926
64,65,0,419,39,79,0,210446,18,11238
53,55,3,17568,61,322,0,1121576,254,2784
39,40,1,693,128,146,0,272088,50,7173
106,107,1,17568,44,536,0,1719362,521,1657
45,46,0,10964,123,191,0,2798227,1397,1207
47,51,8,10964,55,346,3,3910160,380,2036
39,40,0,693,42,83,0,173703,34,7985
25,26,3,17568,241,377,0,1878910,389,191
18,27,5,693,43,50,0,64483,12,6018
60,62,1,10964,45,199,1,2718643,228,1793
26,37,0,598,57,34,0,80238,12,4252
29,30,0,21495,119,356,0,4016170,162,401
56,59,0,693,13,134,0,608156,83,4001
17,18,1,2503,61,118,0,802089,611,1460
47,49,0,2503,39,181,0,884987,117,1986
2,17,0,38,88,6,0,1382475,260,931
35,36,1,693,24,68,0,82508,18,7936
19,22,0,2660,50,111,0,383454,65,7917
34,36,5,21495,23,245,1,3253375,527,2043
57,58,0,2503,60,157,0,183015,19,611
29,30,0,2503,96,110,0,505744,68,4860
55,62,1,8610,58,226,4,1891346,94,2074
3,4,0,598,50,18,0,37939,46,4310
8,16,0,598,163,27,0,182769,80,7306
2,9,0,38,42,39,0,282527,50,1174
35,42,0,598,98,48,0,37416,56,7306
45,46,0,10964,51,191,0,2798227,1397,1207
0,7,0,38,32,9,0,5594,3,754
8,16,0,598,660,27,0,182769,80,7306
26,35,2,598,52,32,0,47306,23,2234
34,36,0,2503,10,176,0,336606,54,1017
34,36,1,21495,12,245,1,3253375,527,2043
22,23,0,8610,67,127,0,1558247,50,826
14,27,0,419,5,58,0,93873,13,10415
19,20,1,2503,134,45,0,273854,10,699
55,56,1,2660,126,370,0,1318014,525,1162
53,54,1,17568,24,251,0,1310185,380,5843
36,38,0,693,54,95,0,234938,47,6452
35,39,0,8610,15,277,3,3184871,369,1797
11,16,0,598,68,86,0,218921,52,4252
39,42,0,10964,63,393,2,7086094,669,2034
21,33,0,598,80,41,0,34642,7,7369
37,42,0,17568,19,399,4,3060005,1027,5683
16,19,0,693,42,27,0,66018,10,5353
50,57,1,2503,44,88,0,188652,27,1986
16,22,1,419,28,40,0,89259,12,10141
24,27,0,693,167,55,0,58072,12,7173
26,31,0,598,11,78,0,214830,87,6557
22,24,0,693,33,62,0,58154,8,7936
0,20,0,38,43,5,0,1382475,260,1160
30,31,10,21495,66,359,0,2563987,651,1162
7,18,0,419,59,25,0,30890,4,9854
59,65,32,17568,30,375,3,1680661,430,6389
34,36,0,2503,38,100,0,541196,28,2086
8,14,0,598,17,24,0,36887,42,7089
25,26,0,17568,117,377,0,1878910,389,191
22,24,0,10964,21,258,1,7397166,578,844
31,58,0,10964,24,245,26,4690125,1077,1192
54,56,1,17568,34,295,0,1338433,198,3188
23,24,1,10964,149,398,0,4498975,1263,1026
